Category;Fuel;Segment;Annee;Euro.Standard;Technology;Part;RedNOxEuro6;M_carros;M_moteur_ICE;M_moteur_Elec;M_batterie;DV_veh;DV_batterie
Passenger Cars;LPG;Mini;2010;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2011;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2012;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2013;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2014;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2015;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2016;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2017;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2018;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2019;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2020;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Mini;2021;Euro 6d;;0;0;700;300;0;0;150000;100000
Passenger Cars;LPG;Small;1993;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1994;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1995;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1996;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1997;Euro 2;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1998;Euro 2;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;1999;Euro 2;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2000;Euro 2;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2001;Euro 3;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2002;Euro 3;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2003;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2004;Euro 3;;0,0002;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2005;Euro 3;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2006;Euro 4;;0,0004;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2007;Euro 4;;0,0002;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2008;Euro 4;;0,0001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2009;Euro 4;;0,0004;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2010;Euro 4;;0,001;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2011;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2012;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2013;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2014;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2015;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2016;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2017;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2018;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2019;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2020;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Small;2021;Euro 6d;;0;0;840;360;0;0;150000;100000
Passenger Cars;LPG;Medium;1993;Euro 1;;0,0002;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1994;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1995;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1996;Euro 1;;0,0001;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1997;Euro 2;;0,0002;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1998;Euro 2;;0,0003;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;1999;Euro 2;;0,0001;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2000;Euro 2;;0,0002;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2001;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2002;Euro 3;;0,0003;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2003;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2004;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2005;Euro 3;;0,0001;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2006;Euro 4;;0,0002;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2007;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2008;Euro 4;;0,0003;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2009;Euro 4;;0,0001;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2010;Euro 4;;0,0001;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2011;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2012;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2013;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2014;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2015;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2016;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2017;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2018;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2019;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2020;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Medium;2021;Euro 6d;;0;0;980;420;0;0;150000;100000
Passenger Cars;LPG;Large;1993;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1994;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1995;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1996;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1997;Euro 2;;0,0002;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1998;Euro 2;;0,0002;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;1999;Euro 2;;0,0001;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2000;Euro 2;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2001;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2002;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2003;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2004;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2005;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2006;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2007;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2008;Euro 4;;0,0001;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2009;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2010;Euro 4;;0,0001;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2011;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2012;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2013;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2014;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2015;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2016;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2017;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2018;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2019;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2020;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;LPG;Large;2021;Euro 6d;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Mini;1993;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1994;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1995;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1996;Euro 1;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1997;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1998;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;1999;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2000;Euro 2;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2001;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2002;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2003;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2004;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2005;Euro 3;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2006;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2007;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2008;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2009;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2010;Euro 4;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2011;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2012;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2013;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2014;Euro 5;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2015;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2016;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2017;Euro 6b;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2018;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2019;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2020;Euro 6c;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Mini;2021;Euro 6d;;0;0;700;300;0;0;150000;100000
Passenger Cars;CNG;Small;1993;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1994;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1995;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1996;Euro 1;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1997;Euro 2;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1998;Euro 2;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;1999;Euro 2;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2000;Euro 2;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2001;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2002;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2003;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2004;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2005;Euro 3;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2006;Euro 4;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2007;Euro 4;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2008;Euro 4;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2009;Euro 4;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2010;Euro 4;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2011;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2012;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2013;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2014;Euro 5;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2015;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2016;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2017;Euro 6b;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2018;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2019;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2020;Euro 6c;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Small;2021;Euro 6d;;0;0;840;360;0;0;150000;100000
Passenger Cars;CNG;Medium;1993;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1994;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1995;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1996;Euro 1;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1997;Euro 2;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1998;Euro 2;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;1999;Euro 2;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2000;Euro 2;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2001;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2002;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2003;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2004;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2005;Euro 3;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2006;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2007;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2008;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2009;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2010;Euro 4;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2011;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2012;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2013;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2014;Euro 5;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2015;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2016;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2017;Euro 6b;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2018;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2019;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2020;Euro 6c;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Medium;2021;Euro 6d;;0;0;980;420;0;0;150000;100000
Passenger Cars;CNG;Large;1993;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1994;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1995;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1996;Euro 1;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1997;Euro 2;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1998;Euro 2;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;1999;Euro 2;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2000;Euro 2;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2001;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2002;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2003;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2004;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2005;Euro 3;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2006;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2007;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2008;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2009;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2010;Euro 4;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2011;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2012;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2013;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2014;Euro 5;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2015;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2016;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2017;Euro 6b;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2018;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2019;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2020;Euro 6c;;0;0;1120;480;0;0;150000;100000
Passenger Cars;CNG;Large;2021;Euro 6d;;0;0;1120;480;0;0;150000;100000
Passenger Cars;Electric;Mini;1993;Euro 1;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1994;Euro 1;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1995;Euro 1;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1996;Euro 1;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1997;Euro 2;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1998;Euro 2;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;1999;Euro 2;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2000;Euro 2;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2001;Euro 3;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2002;Euro 3;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2003;Euro 3;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2004;Euro 3;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2005;Euro 3;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2006;Euro 4;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2007;Euro 4;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2008;Euro 4;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2009;Euro 4;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2010;Euro 4;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2011;Euro 5;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2012;Euro 5;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2013;Euro 5;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2014;Euro 5;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2015;Euro 6b;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2016;Euro 6b;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2017;Euro 6b;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2018;Euro 6c;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2019;Euro 6c;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2020;Euro 6c;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Mini;2021;Euro 6d;;0;0;700;0;300;262;150000;100000
Passenger Cars;Electric;Small;1993;Euro 1;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1994;Euro 1;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1995;Euro 1;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1996;Euro 1;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1997;Euro 2;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1998;Euro 2;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;1999;Euro 2;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2000;Euro 2;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2001;Euro 3;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2002;Euro 3;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2003;Euro 3;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2004;Euro 3;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2005;Euro 3;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2006;Euro 4;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2007;Euro 4;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2008;Euro 4;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2009;Euro 4;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2010;Euro 4;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2011;Euro 5;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2012;Euro 5;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2013;Euro 5;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2014;Euro 5;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2015;Euro 6b;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2016;Euro 6b;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2017;Euro 6b;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2018;Euro 6c;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2019;Euro 6c;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2020;Euro 6c;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Small;2021;Euro 6d;;0;0;840;0;360;262;150000;100000
Passenger Cars;Electric;Medium;1993;Euro 1;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1994;Euro 1;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1995;Euro 1;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1996;Euro 1;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1997;Euro 2;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1998;Euro 2;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;1999;Euro 2;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2000;Euro 2;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2001;Euro 3;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2002;Euro 3;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2003;Euro 3;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2004;Euro 3;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2005;Euro 3;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2006;Euro 4;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2007;Euro 4;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2008;Euro 4;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2009;Euro 4;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2010;Euro 4;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2011;Euro 5;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2012;Euro 5;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2013;Euro 5;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2014;Euro 5;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2015;Euro 6b;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2016;Euro 6b;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2017;Euro 6b;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2018;Euro 6c;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2019;Euro 6c;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2020;Euro 6c;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Medium;2021;Euro 6d;;0;0;980;0;420;262;150000;100000
Passenger Cars;Electric;Large;1993;Euro 1;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1994;Euro 1;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1995;Euro 1;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1996;Euro 1;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1997;Euro 2;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1998;Euro 2;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;1999;Euro 2;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2000;Euro 2;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2001;Euro 3;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2002;Euro 3;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2003;Euro 3;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2004;Euro 3;;0;0;1120;0;480;262;150000;100000
